  Km from center,density kg/m^3,P-wave speed,S-wave velocity,Temperature
1546.5601,1009.18,1.43047,0,264.0289732
1547.3,1008.7,1.42881,0,252.4452091
1548.03,1008.21,1.42716,0,241.5145974
1548.77,1007.73,1.4255,0,230.9172082
1549.5,1007.25,1.4238501,0,220.9187363
1550.24,1006.76,1.4222,0,211.2250703
1550.98,1006.27,1.42056,0,201.9567515
1551.72,1005.79,1.41892,0,193.0951161
1552.46,1005.3,1.41728,0,184.6223193
1553.2,1004.81,1.41564,0,176.5212993
1553.9399,1004.32,1.414,0,168.7767663
1554.6801,1003.82,1.41237,0,161.3690745
1556.169,1003.33,1.41074,0,147.4387915
1556.17,917.60999,3.9144199,1.98089,147.4298516
1556.42,919.24298,3.9106801,1.97895,145.2118148
1556.6801,920.776,3.90716,1.97712,142.9395812
1556.9301,922.19202,3.9038899,1.97542,140.7890992
1557.1899,923.48297,3.9008999,1.97386,138.588592
1557.4399,924.64697,3.89818,1.97243,136.5035692
1557.7,925.68799,3.89572,1.97114,134.3675998
1557.95,926.612,3.8935101,1.96997,132.3460806
1558.21,927.42902,3.89153,1.96892,130.2759563
1558.46,928.14697,3.88976,1.96798,128.3159946
1558.72,928.77698,3.88818,1.9671299,126.3089079
1558.97,929.328,3.88676,1.96636,124.4086292
1559.22,929.81,3.8854899,1.96567,122.5369396
1559.48,930.23199,3.8843501,1.96505,120.6202475
1559.73,930.599,3.8833201,1.96448,118.8055529
1559.99,930.91998,3.88238,1.96395,116.9472262
1560.24,931.20001,3.88153,1.96348,115.1877911
1560.49,931.44501,3.88076,1.96304,113.4548262
1560.75,931.65802,3.8800499,1.96263,111.6801942
1561,931.65802,3.8794,1.96225,110
